ItemSku,SKU,SkuVendorCode,SkuName,Product Type,VendorCode,Country,status,VendorType,SiteName,Plant Type,WarehouseName
SB479-15,SB479-15,SB479-15ELT,Spray Rose Rainbow x15,Simple Blooms,ELT,Colombia,Active,Floral,Simple Blooms,One Time,
SB482-14,SB482-14,SB482-14ELT,"Stock spray hott pk, lt pk, PP",Simple Blooms,ELT,Colombia,Active,Floral,Simple Blooms,One Time,
SB485-15,SB485-15,SB485-15ELT,Gerbera Rainbow x15,Simple Blooms,ELT,Colombia,Active,Floral,Simple Blooms,One Time,
SB491-15,SB491-15,SB491-15ELT,Disbud 1 color x15,Simple Blooms,ELT,Colombia,Active,Floral,Simple Blooms,One Time,
SB492-15,SB492-15,SB492-15ELT,"Asst Daisy Poms x15 
",Simple Blooms,ELT,Colombia,Active,Floral,UNKN,One Time,
SB493-25,SB493-25,SB493-25ELT,Carnations rainbow x25,Simple Blooms,ELT,Colombia,Active,Floral,Carnations,One Time,
SB497-15,SB497-15,SB497-15ELT,button asst,Simple Blooms,ELT,Colombia,Active,Floral,Simple Blooms,One Time,
SNAPPY,SNAPPY,SNAPPYMULT,SNAPPY,Mixed,MULT,MULT,Active,Floral,UNKN,One Time,
TOTE-BAG,TOTE-BAG,TOTE-BAGUNKN,NYBG Tote Bag,AddOn,UNKN,UNKN,Active,Hargoods,NYBG Tote Bag,One Time,
Vase,Vase,VaseMULT,Vase,AddOn,MULT,MULT,Active,Hargoods,Vase,One Time,
VaseGLD,VaseGLD,VaseGLDMULT,Vase Gold,AddOn,MULT,MULT,Active,Hargoods,Vase Gold,One Time,
BB1259-23,BB1259-23,BB1259-23MGF,Parakeet,Tropical,MGF,ECuador,Active,Floral,UNKN,One Time,
SB481-5,SB481-5,SB481-5ELT,Asiatic lilies Rainbow x5,Simple Blooms,ELT,Colombia,Active,Floral,UNKN,One Time,
BB1236-18,BB1236-18,BB1236-18AGC,Thunderbolt Roses x18st 40cm,Roses,AGC,ECuador,Active,Floral,UNKN,One Time,
BB1241-18,BB1241-18,BB1241-18AGC,Dynamic Roses x18st 40cm,,AGC,ECuador,Active,Floral,UNKN,One Time,
BB1237-18,BB1237-18,BB1237-18AGX,Enchantment,Roses,AGX,Ecuador,Active,Floral,Fusion Finesse,One Time,
SB488-15,SB488-15,SB488-15ELT,Sunflowers x15,Simple Blooms,ELT,Colombia,Active,Floral,UNKN,One Time,
SB466-12,SB466-12,SB466-12ELT,Rainbow Rose 40cm x12,Bunch,ELT,Colombia,Active,Floral,UNKN,One Time,
SB509-5,SB509-5,SB509-5ELT,Oriental lily 1 color x5,,ELT,Colombia,Active,Floral,UNKN,One Time,
BB609-25,BB609-25,BB609-25ELT,Sao Paulo,Mixed,ELT,Colombia,Active,Floral,UNKN,One Time,
BB604-27,BB604-27,BB604-27UNKN,Bruges,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB680-22,BB680-22,BB680-22UNKN,"Stock Asst Lavender, pink, purple",Bunch,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB610-29,BB610-29,BB610-29UNKN,Agra,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB612-25,BB612-25,BB612-25UNKN,PF-Skittles,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB606-27,BB606-27,BB606-27UNKN,Monte Carlo,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB636-28,BB636-28,BB636-28UNKN,Panama,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB605-27,BB605-27,BB605-27UNKN,Vienna,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB649-29,BB649-29,BB649-29UNKN,York,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB652-31,BB652-31,BB652-31UNKN,Luxor,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB646-24,BB646-24,BB646-24UNKN,PF-Thor,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB643-25,BB643-25,BB643-25UNKN,Taipei,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB638-27,BB638-27,BB638-27UNKN,Moscow,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB970-22,BB970-22,BB970-22ELT,Juneau,Mixed,ELT,Colombia,Active,Floral,Springtime Symphony,One Time,
BB977-27,BB977-27,BB977-27ELT,Phoenix,Mixed,ELT,Colombia,Active,Floral,Sweet Serenade,One Time,
BB985-31,BB985-31,BB985-31ELT,Reno,Mixed,ELT,Colombia,Active,Floral,Coral Sunset,One Time,
BB987-35,BB987-35,BB987-35EBT,Inwood,Mixed,EBT,Ecuador,Active,Floral,Sweetheart Surprise Bouquet / Coral Sunset Bouquet,One Time,
BB964-26,BB964-26,BB964-26ELT,PF-Cosmo,Mixed,ELT,Colombia,Active,Floral,Spring has Sprung,One Time,
BB962-26,BB962-26,BB962-26ELT,Cincinnati,Mixed,ELT,Colombia,Active,Floral,Sweet Serenade Bouquet / Tranquil Harmony Bouquet,One Time,
BB985-31,BB985-31,BB985-31ELT,Reno,Mixed,ELT,Colombia,Active,Floral,Coral Sunset,One Time,
BB974-27,BB974-27,BB974-27ELT,Cleveland,Mixed,ELT,Colombia,Active,Floral,Pastel Petals Paradise / Radiant Colorburst Bouquet,One Time,
BB979-26,BB979-26,BB979-26ELT,Denver,Mixed,ELT,Colombia,Active,Floral,Blushing Beauty Bouquet / Garden Fresh Bouquet,One Time,
BB723-22,BB723-22,BB723-22UNKN,Jaipur,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB722-24,BB722-24,BB722-24UNKN,PF-Chloe,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB734-18,BB734-18,BB734-18UNKN,Golden Globe roses x18 50cm,Roses,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB617-27,BB617-27,BB617-27UNKN,Cayman,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB726-22,BB726-22,BB726-22ELT,The Picnic Bundle,Mixed,ELT,Colombia,Active,Floral,The Picnic Bundle,One Time,
BB266-30,BB266-30,BB266-30UNKN,Tropical Soul,Tropical,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB747-18,BB747-18,BB747-18UNKN,Shimmer Rose x18 50cm,Roses,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB743P,BB743P,BB743PGNC,Splenriet Plant,Plants,GNC,USA,Active,Floral,Splenriet Plant,One Time,
BB125-29,BB125-29,BB125-29ELT,Celebration,Mixed,ELT,Colombia,Active,Floral,Celebration,One Time,
BB266-30,BB266-30,BB266-30UNKN,Tropical Soul,Tropical,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB743P,BB743P,BB743PGNC,Splenriet Plant,Plants,GNC,USA,Active,Floral,Splenriet Plant,One Time,
BB266-30,BB266-30,BB266-30UNKN,Tropical Soul,Tropical,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB747-18,BB747-18,BB747-18UNKN,Shimmer Rose x18 50cm,Roses,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB846-32,BB846-32,BB846-32UNKN,Austin,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB753-25,BB753-25,BB753-25UNKN,Dubai,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB841-23,BB841-23,BB841-23UNKN,Merida,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB757-31,BB757-31,BB757-31UNKN,Queens,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB839-18,BB839-18,BB839-18UNKN,Rose Zazu x18 40cm,Roses,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB751P,BB751P,BB751PUNKN,5” Yellow Orchid with Purple Lip,Plants,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB841-23,BB841-23,BB841-23UNKN,Merida,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB846-32,BB846-32,BB846-32UNKN,Austin,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB713-18,BB713-18,BB713-18NTF,Silantoi X18 40cm,Roses,NTF,Ecuador,Active,Floral,Silantoi Rose,One Time,
BB956-30,BB956-30,BB956-30UNKN,PF- Sasha,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB811P,BB811P,BB811PUNKN,Calathea Rattesnake,Plants,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB856-26,BB856-26,BB856-26UNKN,PF-Ajax,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB769-26,BB769-26,BB769-26UNKN,Began,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
BB767-26,BB767-26,BB767-26UNKN,Denpasar,Mixed,UNKN,UNKN,Active,Floral,UNKN,One Time,
9716436918,BB950P,BB950PGNC,5” Peace Lily,Plants,GNC,USA,Active,Floral,5” Peace Lily,One Time,
9716503088,BB121-34,BB121-34ELT,Sunflowers Mixed bqt,Mixed,ELT,Colombia,Active,Floral,Amber Elegance,One Time,
BBSMP_O1,Sample,SampleMULT,Sample,Others,MULT,MULT,Active,Floral,UNKN,One Time,
BB557-33,BB557-30,BB557-30ELT,Geneva,Mixed,ELT,Colombia,Active,Floral,Berry Blossoms,One Time,
BB780 -23,BB780-23,BB780-23ELT,Jerusalem,Mixed,ELT,Colombia,Active,Floral,The Autumn Blush,One Time,
BB945-28COFFEE,BB945-28,BB945-28ELT,Buffalo,Mixed,ELT,Colombia,Active,Floral,Playful Pops Bouquet / Sunset Splash Bouquet,One Time,
BB-PLANTS:2023-10-01,Bloomsy Plants,Bloomsy PlantsMULT,Bloomsy Plants,Plants,MULT,USA,Active,Floral,Bloomsy Plants,Suscription,
BB-PLANTS:2023-11-01,Bloomsy Plants,Bloomsy PlantsMULT,Bloomsy Plants,Plants,MULT,USA,Active,Floral,Bloomsy Plants,Suscription,
BB-PLANTS:2023-12-01,Bloomsy Plants,Bloomsy PlantsMULT,Bloomsy Plants,Plants,MULT,USA,Active,Floral,Bloomsy Plants,Suscription,
hbdy_gift,Others,OthersMULT,Others,Others,MULT,MULT,Active,Floral,UNKN,One Time,
LGCD24,BB048-24,BB048-24ELT,Bicolor Pink Rose x24,Roses,ELT,Colombia,Inactive,Floral,Bicolor Pink Rose x24,One Time,
SPECIAL_ORDER-JP,Others,OthersMULT,Others,Others,MULT,MULT,Active,Floral,UNKN,One Time,
BB1242-24,BB1242-24,BB1242-24MGF,Red Love Bouquet Tropical Dec24,Tropical,MGF,Ecuador,Active,Floral,UNKN,One Time,
BB1243P,BB1243P,BB1243PGNC,Pink Princess Philodendron,Plants,GNC,USA,Active,Floral,Pink Princess Philodendron,One Time,
BB1168-18,BB1168-18,BB1168-18NTF,Isabel,Roses,NTF,Ecuador,Active,Floral,Mango Tango Blooms,One Time,
BB1131-26,BB1131-26,BB1131-26ELT,Fortaleza,Mixed,ELT,Colombia,Active,Floral,UNKN,One Time,
BB1269P,BB1269P,BB1269PGNC,5” White Wizard Philodendron in White Ceramic,Plants,GNC,USA,Active,Floral,White Wizard Philodendron,One Time,
BB1270P,BB1270P,BB1270PGNC,5” Ring of Fire Philodendron in White Ceramic,Plants,GNC,USA,Active,Floral,Ring of Fire Philodendron,One Time,
BB1271P,BB1271P,BB1271PGNC,5” Pineapple Bromeliad in White Ceramic,Plants,GNC,USA,Active,Floral,Pineapple Bromeliad,One Time,
BB1260-18,BB1260-18,BB1260-18NTF,White Rose Bqt x18 40cm,Roses,NTF,Ecuador,Active,Floral,UNKN,One Time,
BB1250P,BB1250P,BB1250PGNC,8” Ficus Tineke in White Pot,Plants,GNC,USA,Active,Floral,UNKN,One Time,
BB1256P,BB1256P,BB1256PGNC,8” ZZ Plant in White Pot,Plants,GNC,USA,Active,Floral,UNKN,One Time,
BB463P,BB463P,BB463PGNC,5” Peperomia Raindrop in White Ceramic,Plants,GNC,USA,Active,Floral,Raindrop Pepperomia,One Time,
BB1250P,BB1250P,BB1250PGNC,8” Ficus Tineke in White Pot,Plants,GNC,USA,Active,Floral,UNKN,One Time,
BB1256P,BB1256P,BB1256PGNC,8” ZZ Plant in White Pot,Plants,GNC,USA,Active,Floral,UNKN,One Time,
BB1257P,BB1257P,BB1257PGNC,5” Cuddly Cactus in White Ceramic,Plants,GNC,USA,Active,Floral,UNKN,One Time,
BB1258P,BB1258P,BB1258PGNC,8” Ficus Burgundy in White Pot,Plants,GNC,USA,Active,Floral,UNKN,One Time,
BB1264P,BB1264P,BB1264PGNC,8” Calathea Medallion in White Pot,Plants,GNC,USA,Active,Floral,UNKN,One Time,
SQ9178530NIFT,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
BB1266-27,BB1266-27,BB1266-27ELT,Palermo,Mixed,ELT,Colombia,Active,Floral,UNKN,One Time,
BL102,BL102,BL102PCA,Boxes Large,Hardgoods,PCA,,Active,Hargoods,BOXES LARGE,One Time,
BS103,BS103,BS103PCA,BOXES SMALL,Hardgoods,PCA,,Active,Hargoods,BOXES SMALL,One Time,
SL104,SL104,SL104CTG,SHIPPING LABELS,Hardgoods,CTG,,Active,Hargoods,SHIPPING LABELS,One Time,
CB105,CB105,CB105ULN,CABLE TIE,Hardgoods,ULN,,Active,Hargoods,CABLE TIE,One Time,
F0106,F0106,F0106ULN,FOAM,Hardgoods,ULN,,Active,Hargoods,FOAM,One Time,
KP107,KP107,KP107ELT,KRAFT PAPER,Hardgoods,ELT,,Active,Hargoods,KRAFT PAPER,One Time,
FL108,FL108,FL108CHY,FLOWER FOOD,Hardgoods,CHY,,Active,Hargoods,FLOWER FOOD,One Time,
RD109,RD109,RD109ELT,RED ROUND STICKERS,Hardgoods,ELT,,Active,Hargoods,RED ROUND STICKERS,One Time,
CH110,CH110,CH110CHY,CHRYSAL AA ECO,Hardgoods,CHY,,Active,Hargoods,CHRYSAL AA ECO,One Time,
WKP111,WKP111,WKP111ELT,WELCOME KIT-PLEGABLES,Hardgoods,ELT,,Active,Floral,WELCOME KIT-PLEGABLES,One Time,
PQ112,PQ112,PQ112VPR,POSTALES QR,Hardgoods,VPR,,Active,Hargoods,POSTALES QR,One Time,
NYC113,NYC113,NYC113VPR,NYBG CARDS,Hardgoods,VPR,,Active,Hargoods,NYBG CARDS,One Time,
NYCG114,NYCG114,NYCG114VPR,NYBG CARDS GENERIC,Hardgoods,VPR,,Active,Hargoods,NYBG CARDS GENERIC,One Time,
ALC115,ALC115,ALC115VPR,ALSTRO CARDS,Hardgoods,VPR,,Active,Hargoods,ALSTRO CARDS,One Time,
HC116,HC116,HC116VPR,HISPANIC HERITAGE CARDS,Hardgoods,VPR,,Active,Hargoods,HISPANIC HERITAGE CARDS,One Time,
SC117,SC117,SC117BMK,SCSCISSORS,Hardgoods,BMK,,Active,Hargoods,SCSCISSORS,One Time,
BS118,BS118,BS118ULN,BOXES SCISSORS,Hardgoods,ULN,,Active,Hargoods,BOXES SCISSORS,One Time,
CD119,CD119,CD119BMK,CANDLE,Hardgoods,BMK,,Active,Hargoods,Sakura Candle,One Time,
BC120,BC120,BC120ULN,BOXES CANDLE,Hardgoods,ULN,,Active,Hargoods,BOXES CANDLE,One Time,
BCB121,BCB121,BCB121ULN,BOXES COMBOS BLOOMSYBOX,Hardgoods,ULN,,Active,Hargoods,BOXES COMBOS BLOOMSYBOX,One Time,
GV122,GV122,GV122BHM,GOLD VASES,Hardgoods,BHM,,Active,Hargoods,GOLD VASES,One Time,
TO123,TO123,TO1234IP,TOTES,Hardgoods,4IP,,Active,Hargoods,TOTES,One Time,
UP124,UP124,UP124VPR,UPGRADE CARD,Hardgoods,VPR,,Active,Hargoods,UPGRADE CARD,One Time,
PC125,PC125,PC125VPR,PRESERVED CARD,Hardgoods,VPR,,Active,Hargoods,PRESERVED CARD,One Time,
4045662525,BB387P40,BB387P40NET,Fantasia,Preserved Collection,NET,Ecuador,Active,Hargoods,Fantasia,One Time,
BBCoffe,Coffee,CoffeeUNK,Cunaluna Coffee,AddOn,UNK,Colombia,Active,Hargoods,Cunaluna Specialty Coffee,One Time,
BBCOFFEE,BBCoffee,BBCoffeeUNK,Cunaluna Coffee,AddOn,UNK,Colombia,Active,Hargoods,Cunaluna Specialty Coffee,Suscription,MIAMI
BBCOFFEEOT,BBCoffee,BBCoffeeUNK,Cunaluna Coffee,AddOn,UNK,Colombia,Active,Hargoods,Cunaluna Specialty Coffee,Suscription,MIAMI
HARDGOODS-GOLDEN VASES,HARDGOODS-GOLDEN VASES,HARDGOODS-GOLDEN VASESUNK,HARDGOODS-GOLDEN VASES,Hardgoods,UNK,UNK,Active,Hargoods,UNKN,One Time,
HARDGOODS-ALSTRO CARDS,HARDGOODS-ALSTRO CARDS,HARDGOODS-ALSTRO CARDSUNK,HARDGOODS-ALSTRO CARDS,Hardgoods,UNK,UNK,Active,Hargoods,UNKN,One Time,
BB1228-18,BB1228-18,BB1228-18AGX,Rose Dynamic x18,Roses,AGX,Ecuador,Active,Floral,Emerald Dream,One Time,
BB1248-18,BB1248-18,BB1248-18NTF,Red Freedom x18,Roses,NTF,Ecuador,Active,Floral,Red Freedom Roses,One Time,
BB1255-18,BB1255-18,BB1255-18NTF,Rose Yellow Brighton x18,Roses,NTF,Ecuador,Active,Floral,Yellow Roses,One Time,
BB936-30,BB936-30,BB936-30ELT,Paris,Mixed,ELT,Colombia,Active,Floral,Blue Skies Bouquet,One Time,
BB1274-29,BB1274-29,BB1274-29MGF,Enchanted,Tropical,MGF,Ecuador,Active,Floral,UNKN,One Time,
BB1276-29,BB1276-29,BB1276-29MGF,Paz,Tropical,MGF,Ecuador,Active,Floral,UNKN,One Time,
BB892-18,BB892-18,BB892-18NTF,Deep Purple x18 40cm,Roses,NTF,Ecuador,Active,Floral,Count your blushes,One Time,
BB1134-27,BB1134-27,BB1134-27ELT,Amsterdam,Mixed,ELT,Colombia,Active,Floral,UNKN,One Time,SUN VALLEY
BB1135-25,BB1135-25,BB1135-25ELT,Prague,Mixed,ELT,Colombia,Active,Floral,Sunset Embrace,One Time,SUN VALLEY
BB1139-32,BB1139-32,BB1139-32ELT,Marrakech,Mixed,ELT,Colombia,Active,Floral,Divine Radiance,One Time,SUN VALLEY
BB1141-29,BB1141-29,BB1141-29EBT,Montreal,Mixed,EBT,Ecuador,Active,Floral,Heavenly Hues,One Time,SUN VALLEY
BB1277-22,BB1277-22,BB1277-22SVG,SVG ORGCM23,Mixed,SVG,USA,Active,Floral,UNKN,One Time,SUN VALLEY
BB1279-24,BB1279-24,BB1279-24SVG,SVG DLXCM23,Mixed,SVG,USA,Active,Floral,UNKN,One Time,SUN VALLEY
BB1283-27,BB1283-27,BB1283-27SVG,SVG PRMCM23,Mixed,SVG,USA,Active,Floral,UNKN,One Time,SUN VALLEY
BB1286-31,BB1286-31,BB1286-31SVG,SVG NYBCM23,Mixed,SVG,USA,Active,Floral,UNKN,One Time,SUN VALLEY
BB422P,BB422P,BB422PGNC,Coffee Plant,Plants,GNC,USA,Active,Floral,Coffee Plant,One Time,SUN VALLEY
BB1149-25,BB1149-25,BB1149-25ELT,Mumbai,Mixed,ELT,Colombia,Active,Floral,Springtime Delight,One Time,SUN VALLEY
BB1150-28,BB1150-28,BB1150-28ELT,Delhi,Mixed,ELT,Colombia,Active,Floral,Blossom Ballet,One Time,SUN VALLEY
BB1151-29,BB1151-29,BB1151-29ELT,Athens,Mixed,ELT,Colombia,Active,Floral,Flower Wonderland,One Time,SUN VALLEY
BB1193-30,BB1193-30,BB1193-30EBT,Birmingham,Mixed,EBT,Ecuador,Active,Floral,Sunlit Succulent,One Time,SUN VALLEY
BB561-27,BB561-27,BB561-27ELT,Barcelona,Mixed,ELT,Colombia,Active,Floral,Misty Meadows,One Time,SUN VALLEY
BB962-26,BB962-26,BB962-26ELT,Cincinnati,Mixed,ELT,Colombia,Active,Floral,Sweet Serenade Bouquet / Tranquil Harmony Bouquet,One Time,SUN VALLEY
BB955-26,BB955-26,BB955-26ELT,Singapore,Mixed,ELT,Colombia,Active,Floral,Sunshine Medley Bouquet,One Time,SUN VALLEY
BB938-25,BB938-25,BB938-25ELT,PF-Otto,Mixed,ELT,Colombia,Active,Floral,Sunshine and Cream,One Time,SUN VALLEY
BB964-26,BB964-26,BB964-26ELT,PF-Cosmo,Mixed,ELT,Colombia,Active,Floral,Spring has Sprung,One Time,SUN VALLEY
BB1153-21,BB1153-21,BB1153-21ELT,Sao Paulo,Mixed,ELT,Colombia,Active,Floral,Golden Fields,One Time,SUN VALLEY
BB684-49,BB684-49,BB684-49ELT,Mini Bitsy,Mixed,ELT,Colombia,Active,Floral,Berry Blooms,One Time,SUN VALLEY
BB1155-31,BB1155-31,BB1155-31SVG,Accra,Mixed,SVG,USA,Active,Floral,Butterfly Dreams,One Time,SUN VALLEY
BB1154-25,BB1154-25,BB1154-25ELT,Rome,Mixed,ELT,Colombia,Active,Floral,Floral Dreamland,One Time,SUN VALLEY
BB075-24,BB075-24,BB075-24ELT,Rainbow Dreams,Mixed,ELT,Colombia,Inactive,Floral,Rainbow Dreams,One Time,SUN VALLEY
GLMS24,BB043-24,BB043-24UNKN,GREEN ROSES 24 ST,Roses,UNKN,UNKN,Inactive,Floral,GREEN ROSES 24 ST,One Time,SUN VALLEY
MWPMS24,BB048-24,BB048-24ELT,Bicolor Pink Rose x24,Roses,ELT,Colombia,Inactive,Floral,Bicolor Pink Rose x24,One Time,SUN VALLEY
BB-WILDBERRIES,BB093-24,BB093-24MULT,Wild Berries,Mixed,MULT,Ecuador,Inactive,Floral,Wild Berries,One Time,SUN VALLEY
BB057-24,BB057-24,BB057-24MULT,Fireplace,Mixed,MULT,Colombia,Inactive,Floral,Fireplace,One Time,SUN VALLEY
BB-SPARKGRASS,BB060-24,BB060-24MULT,Sparkling Grass,Mixed,MULT,Ecuador,Inactive,Floral,Sparkling Grass,One Time,SUN VALLEY
LOMS24,BB045-24,BB045-24NTF,Hot Pink Rose Bqt x24,Mixed,NTF,Ecuador,Inactive,Floral,Hot Pink Rose Bqt x24,One Time,SUN VALLEY
OSMS24,BB051-24,BB051-24ELT,Lavender Rose x24,Roses,ELT,Colombia,Inactive,Floral,Lavender Rose x24,One Time,SUN VALLEY
MCBMS24,BB049-24,BB049-24ELT,Country Blues,Roses,ELT,Colombia,Inactive,Floral,Country Blues,One Time,SUN VALLEY
PCHRMS24,BB044-24,BB044-24ELT,Pink Rose Bqt x24,Roses,ELT,Colombia,Inactive,Floral,Pink Rose Bqt x24,One Time,SUN VALLEY
BB354P30,BB354P30,BB354P30NET,Procida,Preserved Collection,NET,Ecuador,Inactive,Floral,Procida,One Time,SUN VALLEY
BB048-24,BB048-24,BB048-24ELT,Bicolor Pink Rose x24,Roses,ELT,Colombia,Inactive,Floral,Bicolor Pink Rose x24,One Time,SUN VALLEY
BB-SUNRISEPOINT,BB091-26,BB091-26ELT,Sunrise Point,Mixed,ELT,Colombia,Inactive,Floral,Sunrise Point,One Time,SUN VALLEY
WGMS24,BB1249-24,BB1249-24NTF,White Mondial Rose Bqt x24 40cm,Roses,NTF,Ecuador,Active,Floral,White Roses Bouquet,One Time,SUN VALLEY
BB034-15,BB034-15,BB034-15ELT,Sunflowers x15,Bunch,ELT,Colombia,Inactive,Floral,Sunflowers x15,One Time,SUN VALLEY
BB936-28,BB936-30,BB936-30ELT,Paris,Mixed,ELT,Colombia,Active,Floral,Blue Skies Bouquet,One Time,SUN VALLEY
SQ3085618,BB076-20,BB076-20MULT,Rainbow Gerbera x20,Mixed,MULT,Colombia,Inactive,Floral,Rainbow Gerbera x20,One Time,SUN VALLEY
NINTBB034-15,BB034-15,BB034-15ELT,Sunflowers x15,Bunch,ELT,Colombia,Inactive,Floral,Sunflowers x15,One Time,SUN VALLEY
BB905-24,BB905-24,BB905-24NTF,Kahala x24 50cm (Luxe),Roses,NTF,Ecuador,Active,Floral,Cashmere Blush,One Time,SUN VALLEY
BB039-24,BB1249-24,BB1249-24NTF,White Mondial Rose Bqt x24 40cm,Roses,NTF,Ecuador,Active,Floral,White Roses Bouquet,One Time,SUN VALLEY
BB058-24,BB058-24,BB058-24MULT,Kingswood,Mixed,MULT,Colombia,Inactive,Floral,Kingswood,One Time,SUN VALLEY
BB895-29,BB895-29,BB895-29MEL,Tickled Pink,Mixed,MEL,USA,Inactive,Floral,Sky Gaze,One Time,SUN VALLEY
BB-GIFT-VIP,BB-GIFT-VIP,BB-GIFT-VIPMULT,BB-GIFT-VIP,Others,MULT,MULT,Inactive,Floral,BB-GIFT-VIP,One Time,SUN VALLEY
2757614781,BB034-15,BB034-15ELT,Sunflowers x15,Bunch,ELT,Colombia,Inactive,Floral,Sunflowers x15,One Time,SUN VALLEY
2956067665,BB044-24,BB044-24ELT,Pink Rose Bqt x24,Roses,ELT,Colombia,Inactive,Floral,Pink Rose Bqt x24,One Time,SUN VALLEY
SQ1977338,BB034-15,BB034-15ELT,Sunflowers x15,Bunch,ELT,Colombia,Inactive,Floral,Sunflowers x15,One Time,SUN VALLEY
asstcarns350st,asstcarns350st,asstcarns350stMULT,asstcarns350st,Mixed,MULT,Colombia,Inactive,Floral,asstcarns350st,One Time,SUN VALLEY
MSR-Christa24,BB044-24,BB044-24ELT,Pink Rose Bqt x24,Roses,ELT,Colombia,Inactive,Floral,Pink Rose Bqt x24,One Time,SUN VALLEY
BloomsyMX1:2024-01-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,SUN VALLEY
BloomsyPR1:2024-01-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,SUN VALLEY
BB-RainbowRoseRainbowAlstro,BB075-24,BB075-24ELT,Rainbow Dreams,Mixed,ELT,Colombia,Inactive,Floral,Rainbow Dreams,One Time,SUN VALLEY
BB-PinkRoseWhiteAlstro,BB093-24,BB093-24MULT,Wild Berries,Mixed,MULT,Ecuador,Inactive,Floral,Wild Berries,One Time,SUN VALLEY
DPBMS24,BB045-24,BB045-24NTF,Hot Pink Rose Bqt x24,Roses,NTF,Ecuador,Inactive,Floral,Hot Pink Rose Bqt x24,One Time,SUN VALLEY
MB-BF-03,BB092-22,BB092-22MULT,Fond Feeling,Mixed,MULT,Ecuador,Inactive,Floral,Fond Feeling,One Time,SUN VALLEY
5107428204,BB022-25,BB022-25ELT,Autumn Spice,Mixed,ELT,Colombia,Inactive,Floral,Autumn Spice,One Time,SUN VALLEY
7223797273,BB895-29,BB895-29MEL,Tickled Pink,Mixed,MEL,USA,Inactive,Floral,Sky Gaze,One Time,SUN VALLEY
4052766475,BB354P30,BB354P30NET,Procida,Preserved Collection,NET,Ecuador,Inactive,Floral,Procida,One Time,SUN VALLEY
BB-Tropical:2024-01-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
HG35VM,HG35VM,HG35VMUNK,Video Message,AddOn,UNK,UNK,Active,Hargoods,Video Message,One Time,SUN VALLEY
BloomsyMX1:2024-01-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,SUN VALLEY
BB-Tropical:2024-01-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,SUN VALLEY
