SKU,SkuName,Product Type,site Name,skutype,Code,Recipe,Stems,Box fit,status,Create date,Season,skutype,Plant Type,Vendor,VendorType
BB798P,10” Yellow Orchid and Fluffy Ruffles Fern Garden,Plants,Yellow Orchid and Fluffy Ruffles Fern Garden,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1738911403,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB799P,Sunshine Bromeliad,Plants,Sunshine Bromeliad,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=277854237,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB805P,10” Purple Orchid Duo,Plants,Purple Orchid Duo,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1704393536,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB806-28,Noel,Mixed,Noel,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=180192463,28,Large,Active,no match,,Perishable,One Time,FSN,Floral
BB807-34,Central Park,Mixed,Blooming Love,Evergreen,E,https://docs.google.com/spreadsheets/d/1xLpAflBXGMxK6rRtCaaYis-4Go-pnPSgtEuCxBi3Idk/edit#gid=248948982,34,Large,Active,no match,,Perishable,One Time,FSN,Floral
BB818-18,Rose Paloma x18 40cm,Roses,Pretty in Pink Roses,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1261758385,18,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB819-30,Super Twilight Sky,Mixed,Super Twilight Sky,Evergreen,E,https://docs.google.com/spreadsheets/d/1xLpAflBXGMxK6rRtCaaYis-4Go-pnPSgtEuCxBi3Idk/edit#gid=598471535,30,Large,Active,no match,,Perishable,One Time,FSN,Floral
BB820-28,Holly Jolly,Mixed,Winter Romance,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2344815,28,Large,Active,no match,,Perishable,One Time,FSN,Floral
BB831-60,Bogota,Mixed,Love you Berry Much,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1262832706,60,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB833-10,Sunflowers x10,Bunch,Sunflowers,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1146446736,10,Small,Active,no match,,Perishable,One Time,RPM,Floral
BB835-30,Joy,Mixed,Joy,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2128216865,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB838-11,Tropical foliage,Tropical,Tropical Foliage Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1732202767,11,Small,Active,no match,,Perishable,One Time,MGF,Floral
BB842-40,Premium Fireplace,Mixed,Premium Winter Embrace,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=537353623,40,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB843-10,White Calla Lilies,Bunch,White Calla Lillies,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1625532168,10,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB844-22,NIKKA BQT,Mixed,NIKKA BQT,Evergreen,E,https://docs.google.com/spreadsheets/d/1xLpAflBXGMxK6rRtCaaYis-4Go-pnPSgtEuCxBi3Idk/edit#gid=87127048,22,Small,Active,no match,,Perishable,One Time,FSN,Floral
BB845-31,The Golden Orchard,Mixed,The Golden Orchard,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1277825557,31,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB847-40,Premium Honey Bun,Mixed,Premium Honey Bun,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1613438306,40,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB848-10,Yellow Calla Lillies,Bunch,Yellow Calla Lillies,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1515400287,10,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB849-24,Kiev,Mixed,Winter embrace,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=743681837,24,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB852-32,Midnight Resplendence,Mixed,Midnight Resplendence,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=274294857,32,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB853-24,Honey Bun,Mixed,Honey Bun,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1822541914,24,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB854-22,Crushed Velvet,Mixed,Crushed Velvet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=875999995,22,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB855-30,Orange Peony Tulips,Tulip,Orange Peony Tulips,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1124828628,30,Large,Active,no match,,Perishable,One Time,SVG,Floral
BB857-18,Rose Andrea x18,Roses,Andrea Rose,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=790537942,12,Small,Active,no match,,Perishable,One Time,AGN,Floral
BB858-25,PF Lulu,Roses,Kaleidoscope Roses,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1738463712,25,Small,Active,no match,,Perishable,One Time,AGN,Floral
BB859-15,Pink Peonies,Bunch,It Girl,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=351381937,15,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB860-24,Pumpkin Patch,Mixed,Pumpkin Patch,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2133628328,24,Small,Active,no match,,Perishable,One Time,MEL,Floral
BB861-24,Jingle bells and berries,Mixed,Jingle Bells & Berries,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1176790524,24,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB862-27,Cramberry Jam,Mixed,Cranberry Jam,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1513579631,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB863-30,30 stems of double Red tulips,Tulip,Red Peony Tulips,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1405959270,30,Large,Active,no match,,Perishable,One Time,SVG,Floral
BB866-18,Kahala X18 50cm,Roses,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=607138333,18,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB867-30,Fringe Purple Peony Tulips,Tulip,Fringe Purple Peony Tulips,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1450360216,30,Large,Active,no match,,Perishable,One Time,SVG,Floral
BB875-22,El Paso,Mixed,Berry Cobbler,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=404914630,22,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB876-26,Salem,Mixed,UNKN,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB879-27,Gold Coast,Mixed,All the Frills,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=420261561,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB880-25,PF- Tigger,Mixed,Tea Party,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=691330221,25,Small,Active,no match,,Perishable,One Time,FSN,Floral
BB881-25,Moody Mojave,Mixed,Moody Mojave,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=676266381,25,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB882-32,Villa bouquet,Mixed,Villa Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1_yMfv5Eeiay-UgBuaCl8-Tx8f3pwegg4oQNg8WblJEs/edit#gid=944074641,32,Large,Active,no match,,Perishable,One Time,MGF,Floral
BB883-41,Premium Jingle Bells and Berries,Mixed,Premium Jingle Bells and Berries,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1991949180,41,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB886-36,Enchanted (Luxe),Mixed,Enchanted,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=699152745,36,Large,Active,no match,,Perishable,One Time,AGC,Floral
BB887-28,Velvet Bush,Mixed,Velvet Blush,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1393274910,28,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB888-50,50 lavender Peony Tulips (Luxe),Tulip,50 lavender Peony Tulips,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=773408725,50,Large,Active,no match,,Perishable,One Time,SVG,Floral
BB889-32,Windsord,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1351842817,32,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB891-36,Tahoe,Mixed,The Concord,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=57943379,36,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB892-18,Deep Purple x18 40cm,Roses,Count your blushes,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=769317887,18,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB892-25,Hyacinth and tulip bouquet,Mixed,Spring is in the Air/ Cupid's Bow,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2115334576,25,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB894-34,Astoria,Mixed,Winter Citrus,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1714372531,34,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB896-22,Amarillo,Mixed,Be My Valentine / Playfullyt Pink,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1278114172,22,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB899-26,Lima,Mixed,Sweet Love,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1504353704,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB901-36,Naples (Luxe),Mixed,Garden Allure,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1263943624,36,Large,Inactive,no match,,Perishable,One Time,FSN,Floral
BB902-12,Andrea Rose x12,Roses,Andrea Rose x12,Evergreen,E,UNKN,12,Small,Active,no match,,Perishable,One Time,AGC,Floral
BB903-29,Portland,Mixed,In Love with Lilac,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=372244648,29,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB904-34,Manchester,Mixed,Fuchsia Frenzy,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=753829810,34,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB906-34,Piano Bar,Mixed,Piano Bar,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1351842817,34,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB908-34,Harlem,Mixed,Pastel Skies,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1704723629,34,Large,Active,no match,,Perishable,One Time,EBT,Floral
BB909-25,Condolence Bqt,Mixed,Condolence Bqt,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=144009567,25,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB913P,Ficus Burgundy,Plants,Ficus Burgundy,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1145850358,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB916-26,Cali,Mixed,Sweet Blooms,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1658782710,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB918-27,San Jose,Mixed,Full Bloom,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1115649976,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB922-26,Toledo,Mixed,Sunday Brunch,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=747021282,26,Small,Active,no match,,Perishable,One Time,EBT,Floral
BB927-22,Omaha,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=179614718,22,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB931-28,Montevideo,Mixed,Pop Of Spring,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1522817712,28,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB937-24,Goldfinch x24st,Roses,Goldfinch x24st,Evergreen,E,BB937-24,24,Small,Active,no match,,Perishable,One Time,AGC,Floral
BB938-25,PF-Otto,Mixed,Sunshine and Cream,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1639643731,25,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB940-18,Rose Paloma x18 40cm,Roses,Pretty in Pink Roses,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=471015977,18,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB944-24,Red Freedom x24 40cm,Roses,Splendid Red Roses,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=860658761,24,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB945-28,Buffalo,Mixed,Playful Pops Bouquet / Sunset Splash Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1257702632,28,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB948-15,Winter in the Sierras,Mixed,Winter in the Sierras,Seasonal,S,UNKN,15,,Active,no match,,Perishable,One Time,RPM,Floral
BB949P,White Paris Orchid in Pink Jane Matte,Plants,Paris in Pink,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=163193170,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB950P,5” Peace Lily,Plants,Peace Lily,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1265963202,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB951-24,Sweet Mama x24st 50cm,Roses,UNKN,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB952-28,Canberra,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=887358686,28,Large,Active,no match,,Perishable,One Time,FSN,Floral
BB953-18,Lemonade Roses x18 40cm,Roses,Lemonade Roses,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1510217219,18,Small,Active,no match,,Perishable,One Time,AGN,Floral
BB954-24,Rose Yellow Brighton x24 40cm,Roses,Yellow Rose Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1905721182,24,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB955-26,Singapore,Mixed,Sunshine Medley Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=393885297,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB959-30,PF- Scoobie,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2023610167,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB960-27,San Diego,Mixed,Lush,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1468455466,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB961P,3” White Orchid,Plants,Graceful White Orchid / White Symphony Orchid,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1063796870,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB962-26,Cincinnati,Mixed,Sweet Serenade Bouquet / Tranquil Harmony Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=436781417,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB963P,White Paris Orchid with Concrete Heart,Plants,My Heart is in Paris,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1094058157,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB964-26,PF-Cosmo,Mixed,Spring has Sprung,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1023093393,25,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB965P,Pink Herat in Paris,Plants,Pink Heart in Paris,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,GNC,Floral
BB966-30,PF- Kenji,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=957963484,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB967-28,Bangkok,Mixed,Radiant Blooms,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1245247540,28,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB968-30,PF- Milo,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1880611585,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB969-30,PF- Oscar,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1121174047,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB970-22,Juneau,Mixed,Springtime Symphony,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1574164742,22,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB970-22 + clippers,Springtime Symphony with Clippers,Mixed,Springtime Symphony with Clippers,Evergreen,E,UNKN,UNKN,,Inactive,no match,,Perishable,One Time,ELT,Floral
BB971-31,PF- Sofi,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1845311540,31,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB972P,Calathea lancifolia in Pink Jane Matte,Plants,Meet Cute,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2078341590,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB973-30,PF-Onix,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1769306591,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB974-27,Cleveland,Mixed,Pastel Petals Paradise / Radiant Colorburst Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=150059857,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB976-30,PF- Winter,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1213408829,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB977-27,Phoenix,Mixed,Sweet Serenade,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=521512019,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB979-26,Denver,Mixed,Blushing Beauty Bouquet / Garden Fresh Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=583048462,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB980-30,PF- Elvis,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1285014325,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB981-23,Vacation in the Tropic,Tropical,Vacation in the Tropic,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=309293667,1,Small,Active,no match,,Perishable,One Time,MGF,Floral
BB982P,ZZ Plant in Pink Jane Matte Pot,Plants,Star Crossed,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1433393596,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB984-30,PF- Bruno,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1990204225,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB985-31,Reno,Mixed,Coral Sunset,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1879276573,31,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB986-30,PF- Mickey,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1453965851,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB987-25,BB987-25 blooming brilliance with tote and scissors,Mixed,BB987-25 blooming brilliance with tote and scissors,Evergreen,E,UNKN,25,Small,Inactive,no match,,Perishable,One Time,EBT,Floral
BB987-35,Inwood,Mixed,Sweetheart Surprise Bouquet / Coral Sunset Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=659847691,35,Large,Active,no match,,Perishable,One Time,EBT,Floral
