Code,RetailCode,PlanType,Sku,Name,SiteName,Product Type,VendorCode,priceCode,Price,Year,Month,retail,Country,Status
BB858-25AGNVD,BB858-25VD,NonSuscription,BB858-25,PF Lulu,Kaleidoscope Roses,Roses,AGN,VD,$8.40 ,2024,JAN,$69.99 ,Ecuador,
BB858-25AGNSO,BB858-25SO,NonSuscription,BB858-25,PF Lulu,Kaleidoscope Roses,Roses,AGN,SO,$8.40 ,2024,JAN,$69.99 ,Ecuador,
BB858-25AGNSM,BB858-25SM,NonSuscription,BB858-25,PF Lulu,Kaleidoscope Roses,Roses,AGN,SM,$7.00 ,2023,,$69.99 ,Ecuador,
BB858-25AGNMD,BB858-25MD,NonSuscription,BB858-25,PF Lulu,Kaleidoscope Roses,Roses,AGN,MD,$8.40 ,2024,JAN,$69.99 ,Ecuador,
BB858-25AGNED,BB858-25ED,NonSuscription,BB858-25,PF Lulu,Kaleidoscope Roses,Roses,AGN,ED,$8.40 ,2024,FEB,$69.99 ,Ecuador,
BB858-25AGNCM,BB858-25CM,NonSuscription,BB858-25,PF Lulu,Kaleidoscope Roses,Roses,AGN,CM,$8.40 ,2024,FEB,$69.99 ,Ecuador,
BB859-15SVGED,BB859-15ED,NonSuscription,BB859-15,Pink Peonies,It Girl,Bunch,SVG,ED,$56.26 ,2024,,$109.99 ,USA,Active
BB859-15SVGMD,BB859-15MD,NonSuscription,BB859-15,Pink Peonies,It Girl,Bunch,SVG,MD,$56.26 ,2024,,$109.99 ,USA,Active
BB860-24MELFL,BB860-24FL,NonSuscription,BB860-24,Pumpkin Patch,Pumpkin Patch,Mixed,MEL,FL,$16.75 ,2023,,$69.99 ,USA,
BB860-24MELED,BB860-24ED,NonSuscription,BB860-24,Pumpkin Patch,Pumpkin Patch,Mixed,MEL,ED,$16.75 ,2023,,$69.99 ,USA,
BB861-24ELTCM,BB861-24CM,NonSuscription,BB861-24,Jingle bells and berries,Jingle Bells & Berries,Mixed,ELT,CM,$7.80 ,2023,,$59.99 ,Colombia,
BB863-30SVGED,BB863-30ED,NonSuscription,BB863-30,30 stems of double Red tulips,Red Peony Tulips,Tulip,SVG,ED,$19.50 ,2024,JAN,$74.99 ,USA,Active
BB863-30SVGCM,BB863-30CM,NonSuscription,BB863-30,30 stems of double Red tulips,Red Peony Tulips,Tulip,SVG,CM,$19.50 ,2024,JAN,$74.99 ,USA,Active
BB863-30SVGMD,BB863-30MD,NonSuscription,BB863-30,30 stems of double Red tulips,Red Peony Tulips,Tulip,SVG,MD,$19.50 ,2024,JAN,$109.99 ,USA,Active
BB863-30SVGVD,BB863-30VD,NonSuscription,BB863-30,30 stems of double Red tulips,Red Peony Tulips,Tulip,SVG,VD,$19.50 ,2024,JAN,$74.99 ,USA,Active
BB875-22ELTED,BB875-22ED,NonSuscription,BB875-22,El Paso,Berry Cobbler,Mixed,ELT,ED,$5.80 ,2024,,$54.99 ,Colombia,
BB875-22ELTVD,BB875-22VD,NonSuscription,BB875-22,El Paso,Berry Cobbler,Mixed,ELT,VD,$8.60 ,2024,,$54.99 ,Colombia,
BB875-22ELTMD,BB875-22MD,NonSuscription,BB875-22,El Paso,Berry Cobbler,Mixed,ELT,MD,$6.45 ,2024,,$54.99 ,Colombia,
BB875-22ELTFL,BB875-22FL,NonSuscription,BB875-22,El Paso,Berry Cobbler,Mixed,ELT,FL,$6.45 ,2024,,$54.99 ,Colombia,
BB875-22ELTCM,BB875-22CM,NonSuscription,BB875-22,El Paso,Berry Cobbler,Mixed,ELT,CM,$6.45 ,2024,,$54.99 ,Colombia,
,,,,,,,,,,,,,Colombia,
BB879-27ELTED,BB879-27ED,NonSuscription,BB879-27,Gold Coast,All the Frills,Mixed,ELT,ED,$9.85 ,2024,JAN,$69.99 ,Colombia,
BB879-27ELTVD,BB879-27VD,NonSuscription,BB879-27,Gold Coast,All the Frills,Mixed,ELT,VD,$12.75 ,2024,JAN,$69.99 ,Colombia,
BB879-27ELTMD,BB879-27MD,NonSuscription,BB879-27,Gold Coast,All the Frills,Mixed,ELT,MD,$11.10 ,2024,,$69.99 ,Colombia,
BB879-27ELTFL,BB879-27FL,NonSuscription,BB879-27,Gold Coast,All the Frills,Mixed,ELT,FL,$11.10 ,2024,,$69.99 ,Colombia,
BB879-27ELTCM,BB879-27CM,NonSuscription,BB879-27,Gold Coast,All the Frills,Mixed,ELT,CM,$11.10 ,2024,,$69.99 ,Colombia,
BB881-25ELTED,BB881-25ED,NonSuscription,BB881-25,Moody Mojave,Moody Mojave,Mixed,ELT,ED,$7.35 ,2024,JAN,$59.99 ,Colombia,
BB881-25ELTVD,BB881-25VD,NonSuscription,BB881-25,Moody Mojave,Moody Mojave,Mixed,ELT,VD,$8.50 ,2024,JAN,$59.99 ,Colombia,
BB881-25ELTMD,BB881-25MD,NonSuscription,BB881-25,Moody Mojave,Moody Mojave,Mixed,ELT,MD,$7.85 ,2024,,$59.99 ,Colombia,
BB881-25ELTFL,BB881-25FL,NonSuscription,BB881-25,Moody Mojave,Moody Mojave,Mixed,ELT,FL,$7.85 ,2024,,$59.99 ,Colombia,
BB881-25ELTCM,BB881-25CM,NonSuscription,BB881-25,Moody Mojave,Moody Mojave,Mixed,ELT,CM,$7.85 ,2024,,$59.99 ,Colombia,
BB883-41ELTCM,BB883-41CM,NonSuscription,BB883-41,Premium Jingle Bells and Berries,Premium Jingle Bells and Berries,Mixed,ELT,CM,$14.30 ,2023,,$69.99 ,Colombia,
BB887-28ELTED,BB887-28ED,NonSuscription,BB887-28,Velvet Bush,Velvet Blush,Mixed,ELT,ED,$8.95 ,2024,JAN,$69.99 ,Colombia,
BB887-28ELTVD,BB887-28VD,NonSuscription,BB887-28,Velvet Bush,Velvet Blush,Mixed,ELT,VD,$11.00 ,2024,JAN,$69.99 ,Colombia,
BB887-28ELTMD,BB887-28MD,NonSuscription,BB887-28,Velvet Bush,Velvet Blush,Mixed,ELT,MD,$9.90 ,2024,,$69.99 ,Colombia,
BB887-28ELTFL,BB887-28FL,NonSuscription,BB887-28,Velvet Bush,Velvet Blush,Mixed,ELT,FL,$9.90 ,2024,,$69.99 ,Colombia,
BB887-28ELTCM,BB887-28CM,NonSuscription,BB887-28,Velvet Bush,Velvet Blush,Mixed,ELT,CM,$9.90 ,2024,,$69.99 ,Colombia,
BB888-50SVGED,BB888-50ED,NonSuscription,BB888-50,50 lavender Peony Tulips (Luxe),50 lavender Peony Tulips,Tulip,SVG,ED,$32.50 ,2024,JAN,$99.99 ,USA,Inactive
BB888-50SVGVD,BB888-50VD,NonSuscription,BB888-50,50 lavender Peony Tulips (Luxe),50 lavender Peony Tulips,Tulip,SVG,VD,$32.50 ,2024,JAN,$99.99 ,USA,Inactive
BB888-50SVGMD,BB888-50MD,NonSuscription,BB888-50,50 lavender Peony Tulips (Luxe),50 lavender Peony Tulips,Tulip,SVG,MD,$32.50 ,2024,JAN,$99.99 ,USA,Inactive
BB891-36ELTED,BB891-36ED,NonSuscription,BB891-36,Tahoe,The Concord,Mixed,ELT,ED,$13.35 ,2024,JAN,$79.99 ,Colombia,
BB891-36ELTVD,BB891-36VD,NonSuscription,BB891-36,Tahoe,The Concord,Mixed,ELT,VD,$15.65 ,2024,JAN,$79.99 ,Colombia,
BB891-36ELTMD,BB891-36MD,NonSuscription,BB891-36,Tahoe,The Concord,Mixed,ELT,MD,$14.45 ,2024,,$79.99 ,Colombia,
BB891-36ELTFL,BB891-36FL,NonSuscription,BB891-36,Tahoe,The Concord,Mixed,ELT,FL,$14.45 ,2024,,$79.99 ,Colombia,
BB891-36ELTCM,BB891-36CM,NonSuscription,BB891-36,Tahoe,The Concord,Mixed,ELT,CM,$14.45 ,2024,,$79.99 ,Colombia,
BB892-18NTFED,BB892-18ED,NonSuscription,BB892-18,Deep Purple x18 40cm,Count your blushes,Roses,NTF,ED,$4.50 ,2024,,$69.99 ,Ecuador,
BB892-18NTFVD,BB892-18VD,NonSuscription,BB892-18,Deep Purple x18 40cm,Count your blushes,Roses,NTF,VD,$7.20 ,2024,,$69.99 ,Ecuador,
BB892-18NTFMD,BB892-18MD,NonSuscription,BB892-18,Deep Purple x18 40cm,Count your blushes,Roses,NTF,MD,$7.20 ,2024,,$69.99 ,Ecuador,
BB892-18NTFFL,BB892-18FL,NonSuscription,BB892-18,Deep Purple x18 40cm,Count your blushes,Roses,NTF,FL,$4.50 ,2024,,$69.99 ,Colombia,
BB892-18NTFCM,BB892-18CM,NonSuscription,BB892-18,Deep Purple x18 40cm,Count your blushes,Roses,NTF,CM,$4.50 ,2024,,$69.99 ,Colombia,
BB892-25SVGED,BB892-25ED,NonSuscription,BB892-25,Hyacinth and tulip bouquet,Spring is in the Air/ Cupid's Bow,Mixed,SVG,ED,$17.50 ,2024,JAN,$74.99 ,USA,Active
BB892-25SVGVD,BB892-25VD,NonSuscription,BB892-25,Hyacinth and tulip bouquet,Spring is in the Air/ Cupid's Bow,Mixed,SVG,VD,$17.50 ,2024,JAN,$74.99 ,USA,Active
BB892-25SVGMD,BB892-25MD,NonSuscription,BB892-25,Hyacinth and tulip bouquet,Spring is in the Air/ Cupid's Bow,Mixed,SVG,MD,$17.50 ,2024,JAN,$74.99 ,USA,Active
BB894-34ELTED,BB894-34ED,NonSuscription,BB894-34,Astoria,Winter Citrus,Mixed,ELT,ED,$11.50 ,2024,JAN,$69.99 ,Colombia,
BB894-34ELTVD,BB894-34VD,NonSuscription,BB894-34,Astoria,Winter Citrus,Mixed,ELT,VD,$14.70 ,2024,JAN,$69.99 ,Colombia,
BB894-34ELTMD,BB894-34MD,NonSuscription,BB894-34,Astoria,Winter Citrus,Mixed,ELT,MD,$12.85 ,2024,,$69.99 ,Colombia,
BB894-34ELTFL,BB894-34FL,NonSuscription,BB894-34,Astoria,Winter Citrus,Mixed,ELT,FL,$12.85 ,2024,,$69.99 ,Colombia,
BB894-34ELTCM,BB894-34CM,NonSuscription,BB894-34,Astoria,Winter Citrus,Mixed,ELT,CM,$12.85 ,2024,,$69.99 ,Colombia,
BB896-22ELTED,BB896-22ED,NonSuscription,BB896-22,Amarillo,Be My Valentine / Playfullyt Pink,Mixed,ELT,ED,$7.35 ,2024,JAN,$59.99 ,Colombia,
BB896-22ELTVD,BB896-22VD,NonSuscription,BB896-22,Amarillo,Be My Valentine / Playfullyt Pink,Mixed,ELT,VD,$9.35 ,2024,JAN,$59.99 ,Colombia,
BB896-22ELTMD,BB896-22MD,NonSuscription,BB896-22,Amarillo,Be My Valentine / Playfullyt Pink,Mixed,ELT,MD,$8.10 ,2024,,$59.99 ,Colombia,
BB896-22ELTFL,BB896-22FL,NonSuscription,BB896-22,Amarillo,Be My Valentine / Playfullyt Pink,Mixed,ELT,FL,$8.10 ,2024,,$59.99 ,Colombia,
BB896-22ELTCM,BB896-22CM,NonSuscription,BB896-22,Amarillo,Be My Valentine / Playfullyt Pink,Mixed,ELT,CM,$8.10 ,2024,,$59.99 ,Colombia,
BB899-26ELTED,BB899-26ED,NonSuscription,BB899-26,Lima,Sweet Love,Mixed,ELT,ED,$9.90 ,2024,JAN,$69.99 ,Colombia,
BB899-26ELTVD,BB899-26VD,NonSuscription,BB899-26,Lima,Sweet Love,Mixed,ELT,VD,$12.00 ,2024,JAN,$69.99 ,Colombia,
BB899-26ELTMD,BB899-26MD,NonSuscription,BB899-26,Lima,Sweet Love,Mixed,ELT,MD,$10.60 ,2024,,$69.99 ,Colombia,
BB899-26ELTFL,BB899-26FL,NonSuscription,BB899-26,Lima,Sweet Love,Mixed,ELT,FL,$10.60 ,2024,,$69.99 ,Colombia,
BB899-26ELTCM,BB899-26CM,NonSuscription,BB899-26,Lima,Sweet Love,Mixed,ELT,CM,$10.60 ,2024,,$69.99 ,Colombia,
BB901-36FSNED,BB901-36ED,NonSuscription,BB901-36,Naples (Luxe),Garden Allure,Mixed,FSN,ED,$18.20 ,2024,JAN,price not avail,Ecuador,
BB901-36FSNVD,BB901-36VD,NonSuscription,BB901-36,Naples (Luxe),Garden Allure,Mixed,FSN,VD,$18.20 ,2024,JAN,price not avail,Ecuador,
BB903-29ELTED,BB903-29ED,NonSuscription,BB903-29,Portland,In Love with Lilac,Mixed,ELT,ED,$8.70 ,2024,JAN,$59.99 ,Colombia,
BB903-29ELTVD,BB903-29VD,NonSuscription,BB903-29,Portland,In Love with Lilac,Mixed,ELT,VD,$10.75 ,2024,JAN,$59.99 ,Colombia,
BB903-29ELTMD,BB903-29MD,NonSuscription,BB903-29,Portland,In Love with Lilac,Mixed,ELT,MD,$9.50 ,2024,,$59.99 ,Colombia,
BB903-29ELTFL,BB903-29FL,NonSuscription,BB903-29,Portland,In Love with Lilac,Mixed,ELT,FL,$9.50 ,2024,,$59.99 ,Colombia,
BB903-29ELTCM,BB903-29CM,NonSuscription,BB903-29,Portland,In Love with Lilac,Mixed,ELT,CM,$9.50 ,2024,,$59.99 ,Colombia,
BB904-34ELTED,BB904-34ED,NonSuscription,BB904-34,Manchester,Fuchsia Frenzy,Mixed,ELT,ED,$10.70 ,2024,JAN,$69.99 ,Colombia,
BB904-34ELTVD,BB904-34VD,NonSuscription,BB904-34,Manchester,Fuchsia Frenzy,Mixed,ELT,VD,$12.20 ,2024,JAN,$69.99 ,Colombia,
BB904-34ELTMD,BB904-34MD,NonSuscription,BB904-34,Manchester,Fuchsia Frenzy,Mixed,ELT,MD,$11.55 ,2024,,$69.99 ,Colombia,
BB904-34ELTFL,BB904-34FL,NonSuscription,BB904-34,Manchester,Fuchsia Frenzy,Mixed,ELT,FL,$11.55 ,2023,,$69.99 ,Colombia,
BB904-34ELTCM,BB904-34CM,NonSuscription,BB904-34,Manchester,Fuchsia Frenzy,Mixed,ELT,CM,$11.55 ,2024,,$69.99 ,Colombia,
BB906-34ELTED,BB906-34ED,NonSuscription,BB906-34,Piano Bar,Piano Bar,Mixed,ELT,ED,$12.35 ,2024,JAN,$79.99 ,Colombia,
BB906-34ELTVD,BB906-34VD,NonSuscription,BB906-34,Piano Bar,Piano Bar,Mixed,ELT,VD,$15.60 ,2024,JAN,$79.99 ,Colombia,
BB906-34ELTMD,BB906-34MD,NonSuscription,BB906-34,Piano Bar,Piano Bar,Mixed,ELT,MD,$13.45 ,2024,,$79.99 ,Colombia,
BB906-34ELTFL,BB906-34FL,NonSuscription,BB906-34,Piano Bar,Piano Bar,Mixed,ELT,FL,$13.45 ,2024,,$79.99 ,Colombia,
BB906-34ELTCM,BB906-34CM,NonSuscription,BB906-34,Piano Bar,Piano Bar,Mixed,ELT,CM,$13.45 ,2024,,$79.99 ,Colombia,
BB916-26ELTED,BB916-26ED,NonSuscription,BB916-26,Cali,Sweet Blooms,Mixed,ELT,ED,$9.30 ,2024,JAN,$64.99 ,Colombia,
BB916-26ELTVD,BB916-26VD,NonSuscription,BB916-26,Cali,Sweet Blooms,Mixed,ELT,VD,$11.05 ,2024,JAN,$64.99 ,Colombia,
BB916-26ELTMD,BB916-26MD,NonSuscription,BB916-26,Cali,Sweet Blooms,Mixed,ELT,MD,$9.95 ,2024,,$64.99 ,Colombia,
BB916-26ELTFL,BB916-26FL,NonSuscription,BB916-26,Cali,Sweet Blooms,Mixed,ELT,FL,$9.95 ,2024,,$64.99 ,Colombia,
BB916-26ELTCM,BB916-26CM,NonSuscription,BB916-26,Cali,Sweet Blooms,Mixed,ELT,CM,$9.95 ,2024,,$64.99 ,Colombia,
BB916-26ELTSO,BB916-26SO,NonSuscription,BB916-26,Cali,Sweet Blooms,Mixed,ELT,SO,$9.30 ,2024,JAN,$64.99 ,Colombia,
BB918-27ELTED,BB918-27ED,NonSuscription,BB918-27,San Jose,Full Bloom,Mixed,ELT,ED,$9.35 ,2024,,price not avail,,
BB918-27ELTVD,BB918-27VD,NonSuscription,BB918-27,San Jose,Full Bloom,Mixed,ELT,VD,$12.55 ,2024,,price not avail,,
BB918-27ELTMD,BB918-27MD,NonSuscription,BB918-27,San Jose,Full Bloom,Mixed,ELT,MD,$10.55 ,2024,,price not avail,,
BB918-27ELTFL,BB918-27FL,NonSuscription,BB918-27,San Jose,Full Bloom,Mixed,ELT,FL,$10.55 ,2024,,price not avail,,
BB918-27ELTCM,BB918-27CM,NonSuscription,BB918-27,San Jose,Full Bloom,Mixed,ELT,CM,$10.55 ,2024,,price not avail,,
BB936-30ELTED,BB936-30ED,NonSuscription,BB936-30,Paris,Blue Skies Bouquet,Mixed,ELT,ED,$11.50 ,2024,JAN,$69.99 ,Colombia,
BB936-30ELTVD,BB936-30VD,NonSuscription,BB936-30,Paris,Blue Skies Bouquet,Mixed,ELT,VD,$13.54 ,2024,JAN,$69.99 ,Colombia,
BB936-30ELTMD,BB936-30MD,NonSuscription,BB936-30,Paris,Blue Skies Bouquet,Mixed,ELT,MD,$12.15 ,2024,,$69.99 ,Colombia,
BB936-30ELTFL,BB936-30FL,NonSuscription,BB936-30,Paris,Blue Skies Bouquet,Mixed,ELT,FL,$12.15 ,2024,,$69.99 ,Colombia,
BB936-30ELTCM,BB936-30CM,NonSuscription,BB936-30,Paris,Blue Skies Bouquet,Mixed,ELT,CM,$12.15 ,2024,,$69.99 ,Colombia,
BB938-25ELTED,BB938-25ED,NonSuscription,BB938-25,PF-Otto,Sunshine and Cream,Mixed,ELT,ED,$11.25 ,2024,JAN,$69.99 ,Colombia,
BB938-25ELTED,BB938-25ED,NonSuscription,BB938-25,PF-Otto,Sunshine and Cream,Mixed,ELT,ED,$11.25 ,2023,MAY,$69.99 ,Colombia,
BB938-25ELTVD,BB938-25VD,NonSuscription,BB938-25,PF-Otto,Sunshine and Cream,Mixed,ELT,VD,$16.15 ,2023,MAY,$69.99 ,Colombia,
BB938-25ELTMD,BB938-25MD,NonSuscription,BB938-25,PF-Otto,Sunshine and Cream,Mixed,ELT,MD,$12.75 ,2023,MAY,$69.99 ,Colombia,
BB938-25ELTFL,BB938-25FL,NonSuscription,BB938-25,PF-Otto,Sunshine and Cream,Mixed,ELT,FL,$12.75 ,2023,MAY,$69.99 ,Colombia,
BB938-25ELTCM,BB938-25CM,NonSuscription,BB938-25,PF-Otto,Sunshine and Cream,Mixed,ELT,CM,$12.75 ,2023,MAY,$69.99 ,Colombia,
BB940-18NTFED,BB940-18ED,NonSuscription,BB940-18,Rose Paloma x18 40cm,Pretty in Pink Roses,Roses,NTF,ED,$5.04 ,2024,JAN,$69.99 ,Ecuador,
BB940-18NTFVD,BB940-18VD,NonSuscription,BB940-18,Rose Paloma x18 40cm,Pretty in Pink Roses,Roses,NTF,VD,$9.00 ,2024,JAN,$69.99 ,Ecuador,
BB940-18NTFMD,BB940-18MD,NonSuscription,BB940-18,Rose Paloma x18 40cm,Pretty in Pink Roses,Roses,NTF,MD,$9.00 ,2024,,$69.99 ,Ecuador,
BB940-18NTFFL,BB940-18FL,NonSuscription,BB940-18,Rose Paloma x18 40cm,Pretty in Pink Roses,Roses,NTF,FL,$5.04 ,2024,,$69.99 ,Ecuador,
BB940-18NTFCM,BB940-18CM,NonSuscription,BB940-18,Rose Paloma x18 40cm,Pretty in Pink Roses,Roses,NTF,CM,$9.00 ,2024,,$69.99 ,Ecuador,
BB944-24NTFSO,BB944-24SO,NonSuscription,BB944-24,Red Freedom x24 40cm,Splendid Red Roses,Roses,NTF,SO,$6.72 ,2024,JAN,$69.99 ,Ecuador,
BB944-24NTFCM,BB944-24CM,NonSuscription,BB944-24,Red Freedom x24 40cm,Splendid Red Roses,Roses,NTF,CM,$12.48 ,2024,JAN,$69.99 ,Ecuador,
BB944-24NTFED,BB944-24ED,NonSuscription,BB944-24,Red Freedom x24 40cm,Splendid Red Roses,Roses,NTF,ED,$6.72 ,2024,JAN,$69.99 ,Ecuador,
BB944-24NTFVD,BB944-24VD,NonSuscription,BB944-24,Red Freedom x24 40cm,Splendid Red Roses,Roses,NTF,VD,$19.20 ,2024,JAN,$69.99 ,Ecuador,
BB944-24NTFMD,BB944-24MD,NonSuscription,BB944-24,Red Freedom x24 40cm,Splendid Red Roses,Roses,NTF,MD,$6.72 ,2024,JAN,$69.99 ,Ecuador,
BB944-24NTFFL,BB944-24FL,NonSuscription,BB944-24,Red Freedom x24 40cm,Splendid Red Roses,Roses,NTF,FL,$6.72 ,2024,JAN,$69.99 ,Ecuador,
BB944-24ELTVD,BB944-24VD,NonSuscription,BB944-24,Red Freedom x24 40cm,Splendid Red Roses,Roses,ELT,VD,$21.90 ,2024,JAN,$69.99 ,Colombia,
BB945-28ELTFL,BB945-28FL,NonSuscription,BB945-28,Buffalo,Playful Pops Bouquet / Sunset Splash Bouquet,Mixed,ELT,FL,$11.60 ,2023,,$64.99 ,Colombia,
BB945-28ELTED,BB945-28ED,NonSuscription,BB945-28,Buffalo,Playful Pops Bouquet / Sunset Splash Bouquet,Mixed,ELT,ED,$10.00 ,2023,,$64.99 ,Colombia,
BB945-28ELTMD,BB945-28MD,NonSuscription,BB945-28,Buffalo,Playful Pops Bouquet / Sunset Splash Bouquet,Mixed,ELT,MD,$11.60 ,2023,,$64.99 ,Colombia,
BB945-28ELTCM,BB945-28CM,NonSuscription,BB945-28,Buffalo,Playful Pops Bouquet / Sunset Splash Bouquet,Mixed,ELT,CM,$11.60 ,2023,,$64.99 ,Colombia,
BB945-28ELTVD,BB945-28VD,NonSuscription,BB945-28,Buffalo,Playful Pops Bouquet / Sunset Splash Bouquet,Mixed,ELT,VD,$15.10 ,2023,,$64.99 ,Colombia,
BB949PGNCED,BB949PED,NonSuscription,BB949P,White Paris Orchid in Pink Jane Matte,Paris in Pink,Plants,GNC,ED,$26.00 ,2024,JAN,$74.99 ,USA,
BB949PGNCCM,BB949PCM,NonSuscription,BB949P,White Paris Orchid in Pink Jane Matte,Paris in Pink,Plants,GNC,CM,$26.00 ,2024,JAN,$74.99 ,USA,
BB949PGNCVD,BB949PVD,NonSuscription,BB949P,White Paris Orchid in Pink Jane Matte,Paris in Pink,Plants,GNC,VD,$26.00 ,2024,JAN,$74.99 ,USA,
BB949PGNCMD,BB949PMD,NonSuscription,BB949P,White Paris Orchid in Pink Jane Matte,Paris in Pink,Plants,GNC,MD,$26.00 ,2024,JAN,$74.99 ,USA,
BB950PGNCED,BB950PED,NonSuscription,BB950P,5” Peace Lily,Peace Lily,Plants,GNC,ED,$24.00 ,2024,JAN,$59.99 ,USA,
BB950PGNCCM,BB950PCM,NonSuscription,BB950P,5” Peace Lily,Peace Lily,Plants,GNC,CM,$24.00 ,2024,JAN,$59.99 ,USA,
BB950PGNCED,BB950PED,NonSuscription,BB950P,5” Peace Lily,Peace Lily,Plants,GNC,ED,$24.00 ,2023,,$59.99 ,USA,
BB950PGNCVD,BB950PVD,NonSuscription,BB950P,5” Peace Lily,Peace Lily,Plants,GNC,VD,$24.00 ,2024,JAN,$59.99 ,USA,
BB950PGNCVD,BB950PVD,NonSuscription,BB950P,5” Peace Lily,Peace Lily,Plants,GNC,VD,$24.00 ,2023,,$59.99 ,USA,
BB950PGNCMD,BB950PMD,NonSuscription,BB950P,5” Peace Lily,Peace Lily,Plants,GNC,MD,$24.00 ,2024,JAN,$59.99 ,USA,
BB950PGNCMD,BB950PMD,NonSuscription,BB950P,5” Peace Lily,Peace Lily,Plants,GNC,MD,$24.00 ,2023,,$59.99 ,USA,
BB954-24NTFED,BB954-24ED,NonSuscription,BB954-24,Rose Yellow Brighton x24 40cm,Yellow Rose Bouquet,Roses,NTF,ED,$7.20 ,2024,JAN,$69.99 ,Ecuador,
BB954-24NTFVD,BB954-24VD,NonSuscription,BB954-24,Rose Yellow Brighton x24 40cm,Yellow Rose Bouquet,Roses,NTF,VD,$10.08 ,2024,JAN,$69.99 ,Ecuador,
BB954-24NTFMD,BB954-24MD,NonSuscription,BB954-24,Rose Yellow Brighton x24 40cm,Yellow Rose Bouquet,Roses,NTF,MD,$10.08 ,2024,JAN,$69.99 ,Ecuador,
BB954-24NTFFL,BB954-24FL,NonSuscription,BB954-24,Rose Yellow Brighton x24 40cm,Yellow Rose Bouquet,Roses,NTF,FL,$10.08 ,2024,,$69.99 ,Ecuador,
BB954-24NTFCM,BB954-24CM,NonSuscription,BB954-24,Rose Yellow Brighton x24 40cm,Yellow Rose Bouquet,Roses,NTF,CM,$7.20 ,2024,,$69.99 ,Ecuador,
BB955-26ELTED,BB955-26ED,NonSuscription,BB955-26,Singapore,Sunshine Medley Bouquet,Mixed,ELT,ED,$11.60 ,2023,MAY,price not avail,Colombia,
BB955-26ELTVD,BB955-26VD,NonSuscription,BB955-26,Singapore,Sunshine Medley Bouquet,Mixed,ELT,VD,$13.90 ,2023,MAY,price not avail,Colombia,
BB955-26ELTMD,BB955-26MD,NonSuscription,BB955-26,Singapore,Sunshine Medley Bouquet,Mixed,ELT,MD,$12.50 ,2023,MAY,price not avail,Colombia,
BB955-26ELTFL,BB955-26FL,NonSuscription,BB955-26,Singapore,Sunshine Medley Bouquet,Mixed,ELT,FL,$12.50 ,2023,MAY,price not avail,Colombia,
BB955-26ELTCM,BB955-26CM,NonSuscription,BB955-26,Singapore,Sunshine Medley Bouquet,Mixed,ELT,CM,$12.50 ,2023,MAY,price not avail,Colombia,
BB960-27ELTED,BB960-27ED,NonSuscription,BB960-27,San Diego,Lush,Mixed,ELT,ED,$10.30 ,2024,,$69.99 ,Colombia,
BB960-27ELTVD,BB960-27VD,NonSuscription,BB960-27,San Diego,Lush,Mixed,ELT,VD,$14.20 ,2024,,$69.99 ,Colombia,
BB960-27ELTMD,BB960-27MD,NonSuscription,BB960-27,San Diego,Lush,Mixed,ELT,MD,$11.20 ,2024,,$69.99 ,Colombia,
BB960-27ELTFL,BB960-27FL,NonSuscription,BB960-27,San Diego,Lush,Mixed,ELT,FL,$11.20 ,2024,,$69.99 ,Colombia,
BB960-27ELTCM,BB960-27CM,NonSuscription,BB960-27,San Diego,Lush,Mixed,ELT,CM,$11.20 ,2024,,$69.99 ,Colombia,
BB961PGNCED,BB961PED,NonSuscription,BB961P,3” White Orchid,Graceful White Orchid / White Symphony Orchid,Plants,GNC,ED,$24.00 ,2024,JAN,$59.99 ,USA,
BB961PGNCCM,BB961PCM,NonSuscription,BB961P,3” White Orchid,Graceful White Orchid / White Symphony Orchid,Plants,GNC,CM,$24.00 ,2024,JAN,$59.99 ,USA,
BB961PGNCVD,BB961PVD,NonSuscription,BB961P,3” White Orchid,Graceful White Orchid / White Symphony Orchid,Plants,GNC,VD,$24.00 ,2024,JAN,$59.99 ,USA,
BB961PGNCMD,BB961PMD,NonSuscription,BB961P,3” White Orchid,Graceful White Orchid / White Symphony Orchid,Plants,GNC,MD,$24.00 ,2024,JAN,$59.99 ,USA,
BB962-26ELTED,BB962-26ED,NonSuscription,BB962-26,Cincinnati,Sweet Serenade Bouquet / Tranquil Harmony Bouquet,Mixed,ELT,ED,$9.65 ,2023,MAY,price not avail,Colombia,
BB962-26ELTVD,BB962-26VD,NonSuscription,BB962-26,Cincinnati,Sweet Serenade Bouquet / Tranquil Harmony Bouquet,Mixed,ELT,VD,$12.90 ,2023,MAY,price not avail,Colombia,
BB962-26ELTMD,BB962-26MD,NonSuscription,BB962-26,Cincinnati,Sweet Serenade Bouquet / Tranquil Harmony Bouquet,Mixed,ELT,MD,$10.85 ,2023,MAY,price not avail,Colombia,
BB962-26ELTFL,BB962-26FL,NonSuscription,BB962-26,Cincinnati,Sweet Serenade Bouquet / Tranquil Harmony Bouquet,Mixed,ELT,FL,$10.85 ,2023,MAY,price not avail,Colombia,
BB962-26ELTCM,BB962-26CM,NonSuscription,BB962-26,Cincinnati,Sweet Serenade Bouquet / Tranquil Harmony Bouquet,Mixed,ELT,CM,$10.85 ,2023,MAY,price not avail,Colombia,
